Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
14:16:20.690113,0.0,5,-1.779359e-11
14:16:22.544376,0.25,5,-8.689089e-11
14:16:24.154189,0.5,5,-1.880782e-10
14:16:25.759336,0.75,5,-9.704383e-10
14:16:27.367846,1.0,5,-2.377722e-10
14:16:28.979778,1.25,5,1.741622e-09
14:16:30.667016,1.5,5,1.276998e-06
14:16:32.088325,1.75,5,3.495974e-05
14:16:33.494830,2.0,5,0.0001335611
14:16:34.900771,2.25,5,0.0002908187
14:16:36.001329,2.5,5,0.0004986441
14:16:37.101987,2.75,5,0.0007499557
14:16:38.197579,3.0,5,0.001040476
14:16:39.293512,3.25,5,0.001365233
14:16:40.626122,3.5,5,0.001720997
