Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
19:10:47.741694,2.5,0.0,-1.094218e-07
19:10:48.997424,2.5,0.1,0.0001745649
19:10:50.238574,2.5,0.2,0.0003208288
19:10:51.324482,2.5,0.30000000000000004,0.000438601
19:10:52.412604,2.5,0.4,0.0005283692
19:10:53.500278,2.5,0.5,0.0005918421
19:10:54.588906,2.5,0.6000000000000001,0.0006324266
19:10:55.675822,2.5,0.7000000000000001,0.0006560353
19:10:56.763959,2.5,0.8,0.0006691391
19:10:57.851615,2.5,0.9,0.0006766955
19:10:58.939769,2.5,1.0,0.0006815949
19:11:00.025885,2.5,1.1,0.0006850721
19:11:01.112325,2.5,1.2000000000000002,0.0006878058
19:11:02.198346,2.5,1.3,0.0006899182
19:11:03.287122,2.5,1.4000000000000001,0.0006917717
19:11:04.376352,2.5,1.5,0.0006933442
19:11:05.466255,2.5,1.6,0.0006948668
19:11:06.554029,2.5,1.7000000000000002,0.0006960636
19:11:07.642678,2.5,1.8,0.0006972131
19:11:08.731018,2.5,1.9000000000000001,0.000698328
19:11:09.820430,2.5,2.0,0.0006993345
19:11:10.908826,2.5,2.1,0.0007002706
19:11:11.996029,2.5,2.2,0.0007011933
19:11:13.085184,2.5,2.3000000000000003,0.0007020222
19:11:14.174073,2.5,2.4000000000000004,0.0007027993
19:11:15.262769,2.5,2.5,0.0007035252
19:11:16.350837,2.5,2.6,0.0007042866
19:11:17.439724,2.5,2.7,0.0007049919
19:11:18.525727,2.5,2.8000000000000003,0.0007057117
19:11:19.613355,2.5,2.9000000000000004,0.0007063751
19:11:20.702669,2.5,3.0,0.0007069838
19:11:21.791729,2.5,3.1,0.0007076183
19:11:22.880454,2.5,3.2,0.000708234
19:11:23.969480,2.5,3.3000000000000003,0.0007087939
19:11:25.058182,2.5,3.4000000000000004,0.0007093012
19:11:26.147348,2.5,3.5,0.0007099359
19:11:27.233747,2.5,3.6,0.0007104636
19:11:28.322236,2.5,3.7,0.0007109872
