Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
19:07:54.752435,0.0,5.0,6.596314e-12
19:07:56.213165,0.1,5.0,4.152705e-11
19:07:57.302294,0.2,5.0,2.979956e-12
19:07:58.391009,0.30000000000000004,5.0,1.413343e-11
19:07:59.480748,0.4,5.0,2.193767e-11
19:08:00.570322,0.5,5.0,5.516843e-11
19:08:01.659018,0.6000000000000001,5.0,1.772694e-10
19:08:02.747571,0.7000000000000001,5.0,7.058795e-10
19:08:03.836794,0.8,5.0,3.361069e-09
19:08:04.925313,0.9,5.0,1.674908e-08
19:08:06.376896,1.0,5.0,8.253097e-08
19:08:07.465545,1.1,5.0,3.862213e-07
19:08:08.877355,1.2000000000000002,5.0,1.636489e-06
19:08:10.282752,1.3,5.0,5.697229e-06
19:08:11.371596,1.4000000000000001,5.0,1.531963e-05
19:08:12.770366,1.5,5.0,3.281425e-05
19:08:13.901826,1.6,5.0,5.941214e-05
19:08:14.989344,1.7000000000000002,5.0,9.562061e-05
19:08:16.077643,1.8,5.0,0.0001414853
19:08:17.472471,1.9000000000000001,5.0,0.0001969967
19:08:18.561326,2.0,5.0,0.0002619066
19:08:19.649995,2.1,5.0,0.0003358903
19:08:20.738532,2.2,5.0,0.0004188773
19:08:21.824114,2.3000000000000003,5.0,0.0005103641
19:08:22.909884,2.4000000000000004,5.0,0.0006100602
19:08:23.999280,2.5,5.0,0.0007177931
19:08:25.086881,2.6,5.0,0.0008331302
19:08:26.174950,2.7,5.0,0.000956444
19:08:27.261100,2.8000000000000003,5.0,0.001086669
19:08:28.584101,2.9000000000000004,5.0,0.001223761
19:08:29.672645,3.0,5.0,0.00136767
19:08:30.761499,3.1,5.0,0.001517989
19:08:31.849781,3.2,5.0,0.001674458
19:08:32.938402,3.3000000000000003,5.0,0.001837608
19:08:34.027724,3.4000000000000004,5.0,0.00200607
19:08:35.116861,3.5,5.0,0.00218023
19:08:36.205415,3.6,5.0,0.002359842
19:08:37.291349,3.7,5.0,0.002544733
19:08:38.377175,3.8000000000000003,5.0,0.00273516
19:08:39.466348,3.9000000000000004,5.0,0.00293012
19:08:40.554759,4.0,5.0,0.003129805
19:08:41.643793,4.1000000000000005,5.0,0.003334281
19:08:42.732767,4.2,5.0,0.003543135
19:08:43.822082,4.3,5.0,0.003756324
19:08:44.911350,4.4,5.0,0.003974152
19:08:46.002877,4.5,5.0,0.00419554
19:08:47.092159,4.6000000000000005,5.0,0.004421022
19:08:48.180699,4.7,5.0,0.004650179
19:08:49.269385,4.800000000000001,5.0,0.004882989
19:08:50.357926,4.9,5.0,0.005120086
19:08:51.447168,5.0,5.0,0.005359834
