Timestamp,Gate_Voltage,Drain_Voltage,Drain_Current
14:08:11.307819,0.0,5,2.574438e-11
14:08:12.790374,0.25,5,2.710012e-11
14:08:13.891188,0.5,5,5.924395e-11
14:08:14.990080,0.75,5,1.517524e-09
14:08:16.087538,1.0,5,8.007327e-08
14:08:17.546382,1.25,5,3.062452e-06
14:08:18.967594,1.5,5,3.217141e-05
14:08:20.380268,1.75,5,0.0001159458
14:08:21.788330,2.0,5,0.0002600363
14:08:22.887698,2.25,5,0.0004615934
14:08:23.986291,2.5,5,0.0007165679
14:08:25.087073,2.75,5,0.001020222
14:08:26.189310,3.0,5,0.001369211
14:08:27.522035,3.25,5,0.001758993
14:08:28.624053,3.5,5,0.002186981
